,temperature,rain_1h,snow_1h,clouds_percentage,date_time,binary_holiday,population_density
26778,294.83,1.3,0.0,75,19,0,3393
9254,273.15,0.0,0.0,1,15,0,5956
6458,296.63,0.0,0.0,76,7,0,6773
21792,255.53,0.0,0.0,1,2,0,740
16410,273.08,0.0,0.0,40,13,0,4792
20459,289.21,0.0,0.0,90,2,0,789
19713,289.4,0.0,0.0,40,16,0,6493
43075,282.389,0.0,0.0,12,10,0,4221
42377,298.29,0.0,0.0,75,19,0,3766
16768,287.25,0.0,0.0,0,5,0,1123
31723,279.7,0.0,0.0,20,9,0,5369
21025,304.83,0.0,0.0,40,17,0,4878
5113,297.92,0.0,0.0,1,15,0,5788
17831,289.04,0.0,0.0,1,8,0,2347
312,267.03,0.0,0.0,90,15,0,5611
43283,294.05,0.25,0.0,32,0,0,922
4139,294.02,0.0,0.0,1,16,0,6413
14489,269.59,0.0,0.0,90,3,0,382
32423,275.43,0.0,0.0,1,15,0,5859
23749,272.46,0.0,0.0,90,17,0,2230
42074,282.58,0.0,0.0,90,2,0,654
10859,271.5,0.0,0.0,75,21,0,1929
15630,284.82,0.0,0.0,90,0,0,1389
37304,266.08,0.0,0.0,90,0,0,597
14216,303.87,0.0,0.0,0,18,0,3904
29117,295.58,0.0,0.0,40,5,0,2977
14109,300.99,0.0,0.0,1,20,0,2425
14903,289.01,0.0,0.0,75,1,0,455
12396,266.61,0.0,0.0,20,13,0,4917
6669,266.62,0.0,0.0,90,4,0,825
28512,273.43,0.0,0.0,1,5,0,2875
21680,288.75,0.0,0.0,1,0,0,656
17923,297.73,0.0,0.0,12,13,0,4568
42341,285.03,0.0,0.0,64,13,0,5203
37085,293.41,0.0,0.0,1,0,1,1225
16261,290.39,0.25,0.0,40,5,0,2850
39847,286.06,0.0,0.0,1,3,0,393
21342,299.94,0.0,0.0,75,17,0,4562
17000,264.12,0.0,0.0,20,13,0,2724
56,277.436,0.0,0.0,0,2,0,315
28303,291.35,0.0,0.0,90,6,0,5266
10645,278.11,0.0,0.0,0,1,0,829
34861,293.55,0.0,0.0,90,15,0,3957
19200,290.62,0.0,0.0,5,19,0,3993
7733,291.17,0.0,0.0,1,22,0,2370
31379,280.12,0.0,0.0,1,23,0,2179
14483,266.55,0.0,0.0,90,12,0,4792
736,295.44,3.86,0.0,90,6,0,5023
34756,275.62,0.0,0.0,1,4,0,869
30528,281.79,0.0,0.0,1,21,0,2608
20690,291.72,0.0,0.0,90,18,0,4627
1736,291.72,0.0,0.0,1,14,0,5181
32840,285.6,0.81,0.0,90,22,0,1478
17812,290.51,0.0,0.0,88,23,0,1108
34248,298.356,0.0,0.0,0,22,0,2846
6389,285.64,0.0,0.0,20,0,0,633
39207,279.92,0.0,0.0,91,10,0,4328
5803,268.55,0.0,0.0,90,11,0,4999
3280,269.69,0.0,0.0,1,14,0,4548
26070,286.69,0.0,0.0,1,22,0,1511
6605,277.78,0.0,0.0,90,1,0,316
12773,283.17,0.0,0.0,0,7,0,6301
5221,261.51,0.0,0.0,1,6,0,5554
1555,286.53,0.0,0.0,90,11,0,4088
8758,292.87,0.0,0.0,75,12,0,4835
18659,267.87,0.0,0.0,40,18,0,3467
19633,299.2,0.0,0.0,75,17,0,5974
28657,300.8,0.0,0.0,1,13,0,5344
34345,287.01,0.0,0.0,0,6,0,5552
40615,305.16,0.0,0.0,75,13,0,4363
38273,260.72,0.0,0.0,90,0,0,660
3611,265.61,0.0,0.0,5,10,0,4304
43371,256.51,0.0,0.0,0,23,0,2296
31162,296.28,0.0,0.0,1,15,0,3949
20388,296.08,0.0,0.0,40,13,0,5119
34498,250.33,0.0,0.0,67,7,0,1080
7802,294.21,0.0,0.0,0,0,0,626
3435,290.78,0.0,0.0,75,22,0,1974
7703,278.48,0.0,0.0,1,3,0,382
41280,259.29,0.0,0.0,1,3,0,365
10822,263.42,0.0,0.0,40,1,0,260
27253,274.58,0.0,0.0,5,15,0,5747
23583,293.22,0.0,0.0,1,3,0,486
16790,271.88,0.0,0.0,90,11,0,3826
43024,272.79,0.0,0.0,5,8,0,5355
24241,264.86,0.0,0.0,90,15,0,3716
16650,265.82,0.0,0.0,90,3,0,266
9013,271.01,0.0,0.0,90,12,0,3873
6652,268.95,0.0,0.0,90,4,0,781
34381,301.22,0.0,0.0,80,19,0,3664
21129,303.38,0.0,0.0,0,15,0,6750
24334,260.34,0.25,0.0,64,17,0,3257
5734,280.89,0.0,0.0,20,19,0,3382
17896,295.74,0.0,0.0,36,19,0,3406
25316,265.29,0.0,0.0,1,3,0,340
7221,281.15,0.0,0.0,90,21,0,2211
10434,275.61,0.0,0.0,90,17,0,4614
5824,274.48,0.0,0.0,90,21,0,3155
17289,278.22,0.0,0.0,1,12,0,5698
1202,284.89,0.0,0.0,90,20,0,3132
41744,271.86,0.0,0.0,90,0,0,595
24614,262.93,0.0,0.0,20,9,0,5303
13357,292.08,0.0,0.0,90,7,0,6827
20315,282.73,0.0,0.0,20,11,0,4701
39192,263.56,0.0,0.0,90,17,0,5810
32263,293.18,0.3,0.0,40,2,0,253
36854,290.82,0.0,0.0,90,4,0,922
16350,286.08,0.0,0.0,1,4,0,879
32629,282.2,0.0,0.0,1,0,0,699
37226,286.86,0.0,0.0,90,23,0,1629
40233,290.58,0.0,0.0,1,16,0,6562
16360,290.41,0.0,0.0,90,17,0,6255
8395,283.79,0.0,0.0,1,1,0,345
10826,275.08,0.0,0.0,1,18,0,4470
28964,289.72,0.0,0.0,90,7,0,6863
17198,296.39,0.25,0.0,75,4,0,780
22286,301.82,0.0,0.0,1,15,0,5428
37950,284.62,0.0,0.0,40,5,0,2845
18197,266.4,0.0,0.0,90,16,0,3302
16460,291.15,0.0,0.0,90,0,0,1227
8695,292.41,0.0,0.0,1,9,0,4328
17653,283.71,0.0,0.0,1,9,0,5531
17914,287.246,0.0,0.0,80,8,0,5909
20455,271.01,0.0,0.0,1,22,0,2261
22124,276.35,0.0,0.0,90,2,0,313
36734,293.49,0.0,0.0,20,8,0,6260
23827,290.29,0.0,0.0,90,9,0,5237
4733,270.39,0.0,0.0,64,3,0,343
43065,264.66,0.0,0.0,64,9,0,2789
16725,273.02,0.0,0.0,40,23,0,1356
15858,300.6,0.0,0.0,75,20,0,2882
41522,257.15,0.0,0.0,5,21,0,2055
23774,292.3,0.0,0.0,90,12,0,4677
29023,287.37,0.0,0.0,1,5,0,3163
23493,274.69,0.0,0.0,75,2,0,496
17592,292.3,0.0,0.0,20,23,0,1129
11121,304.18,0.0,0.0,75,14,0,4829
25267,292.72,0.0,0.0,1,1,0,496
26235,276.58,0.0,0.0,20,7,0,6141
9918,266.93,0.0,0.0,1,20,0,2452
21970,294.68,0.0,0.0,40,12,0,5405
14351,259.08,0.0,0.0,1,7,0,6559
24061,292.55,0.0,0.0,90,13,0,4548
26602,292.08,0.0,0.0,90,21,0,2368
36664,271.81,0.0,0.0,90,14,0,4646
33418,284.67,0.0,0.0,100,19,0,3427
32324,302.15,0.0,0.0,1,12,0,4673
6403,272.08,0.0,0.0,1,3,0,373
37892,298.04,0.0,0.0,1,15,0,5654
15549,286.28,0.0,0.0,75,14,0,4347
10964,286.22,0.0,0.0,1,3,0,349
29456,274.252,0.0,0.0,64,6,0,1452
6674,282.78,0.0,0.0,1,5,0,2909
29386,299.43,0.0,0.0,75,14,0,5448
39967,286.92,0.0,0.0,88,0,0,702
14946,277.48,0.0,0.0,75,6,0,5853
25512,285.57,0.3,0.0,88,8,0,6219
20446,281.19,0.0,0.0,100,8,0,2787
17625,289.33,0.0,0.0,1,2,0,246
4479,294.32,3.05,0.0,80,7,0,6172
38438,280.35,0.0,0.0,5,21,0,2270
26162,257.95,0.0,0.0,1,5,0,2651
30565,289.79,0.0,0.0,75,5,0,2979
6913,296.69,0.0,0.0,0,14,0,5088
32869,285.69,0.0,0.0,1,4,0,340
21005,263.53,0.0,0.0,75,21,0,2463
23822,269.42,0.0,0.0,1,22,0,3554
15165,284.22,0.0,0.0,90,1,0,381
27906,260.58,0.0,0.0,90,17,0,3400
14378,283.607,0.0,0.0,0,10,0,3307
21965,255.91,0.0,0.0,5,14,0,5078
36902,302.3,0.0,0.0,90,16,0,4707
33749,288.86,0.0,0.0,90,10,0,3843
15675,276.94,0.0,0.0,1,16,0,6326
19522,298.44,0.0,0.0,75,18,0,4156
21702,291.35,0.0,0.0,1,22,0,2020
31497,272.35,0.0,0.0,90,18,0,4526
12583,272.08,0.0,0.0,90,9,0,5038
13083,290.95,0.0,0.0,90,7,0,5506
15640,275.36,0.0,0.0,90,9,0,5132
13898,269.18,0.0,0.0,64,15,0,4965
9990,268.38,0.0,0.0,20,19,0,2857
24522,295.22,0.0,0.0,75,10,0,4371
6901,301.01,0.0,0.0,90,19,0,3484
5766,294.72,0.0,0.0,1,2,0,675
22460,295.07,0.0,0.0,75,2,0,441
32764,284.94,0.0,0.0,90,18,0,4261
16020,283.72,0.0,0.0,20,0,0,654
38428,289.07,0.0,0.0,1,17,0,3972
10432,274.59,0.0,0.0,90,1,0,362
32986,294.9,0.0,0.0,90,19,0,3487
18653,287.35,0.0,0.0,90,6,0,4885
27468,300.49,0.0,0.0,20,20,0,3290
368,274.92,0.0,0.0,90,4,0,865
14913,270.44,0.0,0.0,20,7,0,6594
36521,290.29,0.0,0.0,5,22,0,2051
11775,270.09,0.0,0.0,90,18,0,4449
25703,259.58,0.0,0.0,40,1,0,986
30639,276.88,0.0,0.0,1,1,0,375
22169,259.99,0.0,0.0,40,20,0,2679
21541,298.78,0.0,0.0,8,23,0,2069
20677,290.45,0.0,0.0,88,14,0,5280
28783,273.72,0.0,0.0,90,11,0,4705
41091,275.47,0.0,0.0,90,3,0,223
13310,290.52,1.52,0.0,90,18,0,3857
11407,274.94,0.0,0.0,90,6,0,1110
7084,292.39,0.25,0.0,1,2,0,369
31329,289.48,9.53,0.0,90,4,0,852
17431,301.15,0.0,0.0,20,19,0,3706
21040,260.19,0.0,0.0,1,10,0,1747
6007,250.93,0.0,0.0,1,2,0,519
19400,297.888,0.0,0.0,0,15,0,4623
7614,273.11,0.0,0.0,90,10,0,4108
38506,271.02,0.0,0.0,1,4,0,806
38462,285.33,0.25,0.0,1,3,0,388
39703,275.03,0.0,0.0,90,9,0,2300
19454,270.71,0.0,0.0,90,13,0,4497
4646,272.61,0.0,0.0,40,9,0,4546
19236,289.62,0.0,0.0,20,8,0,1954
42115,296.21,0.0,0.0,75,11,0,4810
14033,286.69,0.0,0.0,90,8,0,5736
33265,276.95,0.0,0.0,90,11,0,4535
25684,273.15,0.0,0.0,90,16,0,5307
5952,281.16,0.0,0.0,90,7,0,6470
37693,265.78,0.0,0.0,90,14,0,3945
42328,280.54,0.0,0.0,90,22,0,2607
21132,292.39,0.0,0.0,90,10,0,4593
34,273.65,0.0,0.0,90,8,0,1791
38366,278.762,0.0,0.0,36,9,0,4827
13407,294.16,5.59,0.0,1,16,0,6006
16533,276.87,0.0,0.0,90,8,0,1656
3168,261.02,0.0,0.0,90,4,0,611
190,299.58,0.0,0.0,0,22,0,2546
26378,267.61,0.0,0.0,1,22,0,3097
36784,279.08,0.0,0.0,1,6,0,6110
14056,295.62,0.0,0.0,75,3,0,462
21484,259.31,0.0,0.0,90,7,0,3178
3057,296.23,0.55,0.0,40,18,0,4416
26751,271.89,0.0,0.0,90,13,0,4304
36412,294.79,0.0,0.0,36,20,0,2857
24405,272.44,0.0,0.0,90,5,0,490
5398,259.41,0.0,0.0,1,2,0,490
32156,294.87,0.0,0.0,90,19,0,3036
17904,299.35,0.0,0.0,1,11,0,4338
25539,292.71,0.0,0.0,1,16,0,2639
32360,289.18,0.0,0.0,1,10,0,4603
35212,274.56,0.0,0.0,90,17,0,5231
32534,299.9,0.0,0.0,20,16,0,6511
11777,303.22,0.0,0.0,75,18,0,4601
7846,306.07,0.0,0.0,0,15,0,6295
2085,276.32,0.0,0.0,90,3,0,396
18783,300.28,0.0,0.0,1,14,0,4350
25650,278.77,0.0,0.0,75,4,0,297
30786,257.68,0.0,0.0,75,23,0,898
32589,276.35,0.0,0.0,40,9,0,5255
21215,293.85,0.0,0.0,1,19,0,3367
19731,283.01,0.0,0.0,40,8,0,1960
17072,300.02,0.0,0.0,1,16,0,5908
31301,293.38,0.0,0.0,1,13,0,5092
6264,269.0,0.0,0.0,90,20,0,2176
32366,296.22,0.0,0.0,0,10,0,3716
1887,297.62,0.0,0.0,75,11,0,4948
40215,274.25,0.0,0.0,90,18,0,4528
28153,296.81,0.0,0.0,0,1,0,680
42099,283.98,0.0,0.0,1,15,0,4536
29832,290.95,0.0,0.0,1,1,0,439
5861,278.75,0.0,0.0,90,8,0,6377
11795,279.07,0.0,0.0,75,17,0,6347
31339,277.71,0.0,0.0,1,5,0,2666
16605,297.19,0.0,0.0,1,12,0,4071
5267,265.72,0.0,0.0,90,8,0,5802
4677,270.77,0.0,0.0,20,17,0,6039
28399,280.83,0.0,0.0,90,12,0,4960
29072,283.15,0.0,0.0,1,9,0,3008
26014,251.74,0.0,0.0,1,6,0,5280
29176,301.13,0.0,0.0,40,17,0,3793
18287,297.81,0.0,0.0,44,9,0,5572
6442,288.01,0.0,0.0,48,10,0,3718
19987,278.54,0.0,0.0,1,19,0,2675
10978,300.26,0.0,0.0,75,11,0,4462
18743,279.54,0.0,0.0,90,3,0,380
28665,292.75,0.0,0.0,90,23,0,1065
7406,275.65,0.0,0.0,1,4,0,394
5225,287.84,0.8,0.0,90,6,0,5417
3515,280.43,0.25,0.0,90,10,0,4195
40828,287.88,0.0,0.0,1,22,0,2853
30531,288.28,0.0,0.0,68,3,0,345
35616,271.59,0.0,0.0,1,4,0,309
34839,272.69,0.0,0.0,40,23,0,2390
25892,272.86,0.0,0.0,90,3,0,386
10063,275.51,0.0,0.0,90,22,0,1506
9813,280.1,0.0,0.0,90,4,0,304
17255,265.1,0.0,0.0,1,21,0,2934
8567,274.49,0.0,0.0,64,10,0,3069
15203,295.62,0.0,0.0,90,17,0,6591
39519,304.15,0.0,0.0,75,15,0,4477
3652,300.22,0.0,0.0,20,17,0,6431
16741,282.58,0.0,0.0,75,20,0,2831
15714,270.15,0.0,0.0,75,18,0,4040
10408,297.888,0.0,0.0,0,18,0,3850
22857,291.94,0.0,0.0,90,8,0,5990
18603,270.76,0.0,0.0,90,23,0,1242
29376,290.87,0.0,0.0,90,4,0,996
13939,289.15,0.0,0.0,90,21,0,2318
12730,286.26,0.0,0.0,1,4,0,872
4628,295.06,0.6,0.0,20,3,0,434
12836,269.78,0.0,0.0,90,1,0,368
7268,272.39,0.0,0.0,90,2,0,286
21364,298.27,0.25,0.0,90,20,0,2603
33521,277.053,0.0,0.0,8,11,0,3934
13758,293.01,0.0,0.0,20,9,0,5092
22184,255.37,0.0,0.0,1,2,0,254
31886,279.96,0.0,0.0,1,22,0,2709
32845,263.14,0.0,0.0,1,20,0,1870
27522,272.77,0.0,0.0,64,20,0,2739
15308,276.58,0.0,0.0,5,21,0,2378
36967,264.68,0.0,0.0,90,22,0,1555
23819,273.35,0.0,0.0,90,0,0,689
40868,288.15,0.0,0.0,75,1,0,393
28517,295.369,0.0,0.0,32,13,0,4519
7639,278.974,0.0,0.0,8,10,0,4377
23705,289.89,0.0,0.0,40,7,0,6326
15793,288.42,0.0,0.0,75,1,0,335
31324,295.09,0.0,0.0,1,0,0,721
7970,267.71,0.0,0.0,1,1,0,320
18996,292.7,0.0,0.0,0,0,0,620
30517,273.02,0.0,0.0,90,23,0,827
33099,253.5,0.0,0.0,5,0,0,836
30992,266.22,0.0,0.0,5,20,0,2447
20122,256.91,0.0,0.0,75,1,0,296
20583,275.34,0.0,0.0,90,9,0,4853
41524,279.87,0.0,0.0,90,18,0,4120
40075,273.84,0.0,0.0,1,5,0,2792
3916,256.06,0.0,0.0,64,8,0,4642
6157,275.21,0.0,0.0,75,3,0,378
43009,264.02,0.0,0.0,40,8,0,5738
14146,290.75,0.0,0.0,8,21,0,1802
41436,272.26,0.0,0.0,75,22,0,2672
13159,290.8,0.0,0.0,0,0,0,616
21435,260.45,0.0,0.0,64,17,0,4070
2020,255.57,0.0,0.0,5,12,0,4460
35011,274.32,0.25,0.0,90,15,0,5651
30428,293.88,0.0,0.0,20,10,0,3266
7024,286.53,0.0,0.0,92,14,0,5567
684,303.95,0.0,0.0,75,16,0,5753
17042,294.4,0.0,0.0,75,16,0,6396
17992,268.3,0.0,0.0,1,0,0,687
18397,264.41,0.0,0.0,90,18,0,4817
33398,294.07,0.0,0.0,1,9,0,5083
36286,251.63,0.0,0.0,1,4,0,770
30758,263.86,0.0,0.0,20,17,0,3361
18597,290.28,0.0,0.0,90,5,0,2747
34091,296.37,0.0,0.0,40,20,0,3541
38185,290.24,0.0,0.0,90,15,0,5661
8807,266.52,0.0,0.0,1,21,0,1845
4761,274.39,0.0,0.0,90,3,0,296
37969,289.54,0.0,0.0,1,16,0,6418
25627,269.18,0.25,0.0,64,14,0,2683
945,252.22,0.0,0.0,5,20,0,2683
13986,299.65,0.0,0.0,1,19,0,3423
3863,274.48,0.0,0.0,1,0,0,1254
33385,286.04,0.0,0.0,1,4,0,934
36011,286.56,0.0,0.0,1,6,0,5635
7972,269.88,0.0,0.0,1,13,0,5665
10563,296.78,0.0,0.0,88,8,0,6208
35806,292.62,0.0,0.0,1,5,0,575
41864,274.22,0.0,0.0,90,20,0,2500
18527,274.34,0.0,0.0,75,0,1,763
34425,288.32,2.54,0.0,90,14,0,4915
19747,277.35,0.0,0.0,1,3,0,334
29506,279.589,0.0,0.0,92,11,0,4159
21591,263.44,0.0,0.0,20,19,0,2752
27326,289.88,0.0,0.0,75,16,0,6083
457,291.11,0.0,0.0,1,23,0,1169
6832,265.97,0.0,0.0,75,18,0,3062
13838,277.88,0.0,0.0,75,2,0,255
2341,271.28,0.0,0.0,90,0,0,461
26502,277.45,0.0,0.0,1,23,0,3544
1643,290.38,0.0,0.0,92,2,0,592
14271,274.52,0.0,0.0,90,12,0,4562
40701,256.58,0.0,0.0,90,17,0,4564
1321,296.29,0.25,0.0,1,21,0,2804
12206,286.16,0.0,0.0,40,2,0,312
3553,298.07,0.0,0.0,75,11,0,4116
2054,274.07,0.0,0.0,1,22,0,1751
11166,294.05,1.27,0.0,24,22,0,1877
26128,270.7,0.0,0.0,20,16,0,4273
39061,272.02,0.0,0.0,90,15,0,5839
30716,290.24,0.0,0.0,20,15,0,4695
33185,290.3,0.0,0.0,90,3,0,401
37918,270.68,0.0,0.0,90,9,0,4714
40826,255.87,0.0,0.0,75,14,0,4632
17623,294.76,0.0,0.0,1,14,0,5395
38002,261.15,0.0,0.0,1,22,0,1815
11095,296.2,0.0,0.0,12,7,0,1128
15417,284.58,1.6,0.0,90,8,0,2620
40859,295.23,0.0,0.0,1,13,0,4982
27077,272.28,0.0,0.0,90,3,0,299
17270,271.53,0.0,0.0,1,10,0,4675
27182,290.15,0.0,0.0,75,19,0,3260
41719,283.35,0.0,0.0,0,2,0,221
12799,261.39,0.0,0.0,90,21,0,3135
30577,287.35,0.0,0.0,90,7,0,6799
26603,291.79,0.0,0.0,75,6,0,1033
16215,260.09,0.0,0.0,0,18,0,3652
26109,299.22,0.0,0.0,5,21,0,3616
38852,265.82,0.0,0.0,1,18,0,4583
31891,301.04,0.0,0.0,88,16,0,4967
29707,289.55,0.0,0.0,90,10,0,2709
19373,297.55,0.0,0.0,20,21,0,3435
8168,286.17,0.0,0.0,44,3,0,438
10686,267.55,0.0,0.0,40,14,0,5529
36323,282.96,0.0,0.0,90,5,0,2760
2822,256.33,0.0,0.0,75,11,0,4321
34244,291.62,0.0,0.0,90,16,0,4560
23432,267.61,0.0,0.0,40,10,0,2059
26041,291.08,0.0,0.0,20,11,0,5267
30124,271.84,0.0,0.0,5,16,0,6587
15456,273.04,0.0,0.0,75,12,0,5480
2629,271.93,0.0,0.0,90,23,0,1223
5937,256.34,0.0,0.0,90,7,0,6579
32527,271.15,0.0,0.0,40,3,0,413
6213,252.21,0.0,0.0,1,22,0,2422
17859,287.5,0.0,0.0,1,7,0,6469
25416,287.92,0.0,0.0,1,9,0,3588
19789,292.97,0.0,0.0,75,5,0,2588
14296,289.54,0.0,0.0,90,3,0,331
21052,293.91,0.0,0.0,1,0,0,699
31385,273.37,0.0,0.0,90,16,0,6683
3308,255.81,0.0,0.0,40,8,0,5662
18034,265.94,0.0,0.0,1,21,0,2278
396,279.66900000000004,0.0,0.0,0,17,0,4980
21247,276.37,0.0,0.0,1,7,0,6365
13570,270.84,0.0,0.0,1,5,0,2599
8638,285.87,0.0,0.0,1,23,0,1106
43244,280.49,0.0,0.0,0,21,0,2598
24965,300.1,0.0,0.0,40,18,0,3412
38052,295.71,0.0,0.0,90,17,0,6635
20757,274.59,0.0,0.0,75,0,0,549
18795,271.95,0.0,0.0,90,1,0,837
11303,269.36,0.0,0.0,5,21,0,3089
30549,295.78,0.0,0.0,75,20,0,2950
24711,287.22,0.0,0.0,0,5,0,2807
21357,272.29,0.0,0.0,90,15,0,5690
27823,294.06,0.0,0.0,1,13,0,5186
11914,271.89,0.0,0.0,40,10,0,4864
27966,280.17,0.0,0.0,90,6,0,802
27353,277.15,0.0,0.0,20,2,0,431
26491,294.0,0.25,0.0,1,19,0,3414
25759,296.77,0.0,0.0,1,18,0,4753
5852,283.08,0.0,0.0,1,2,0,247
10880,300.55,0.0,0.0,75,13,0,4830
31199,296.56,0.0,0.0,1,23,0,1324
41586,293.75,0.0,0.0,1,8,0,2570
16506,285.27,0.0,0.0,90,19,0,3193
18758,292.69,0.0,0.0,90,20,0,2559
1127,289.48,0.0,0.0,40,8,0,5301
16006,295.21,0.0,0.0,90,10,0,4764
37051,282.75,0.0,0.0,90,6,0,5414
16370,271.36,0.0,0.0,75,17,0,5761
11445,292.51,0.0,0.0,90,14,0,5317
37573,273.38,0.0,0.0,90,14,0,5118
10816,271.44,0.0,0.0,5,18,0,4876
6768,258.68,0.0,0.0,90,11,0,3563
17638,273.02,0.0,0.0,1,21,0,2208
22720,284.86,0.0,0.0,90,6,0,5375
32392,288.88,0.0,0.0,40,7,0,5985
18452,286.19,0.0,0.0,90,19,0,3260
37029,275.6,0.0,0.0,75,10,0,5217
36238,289.95,0.0,0.0,1,8,0,5604
18061,292.64,0.0,0.0,1,23,0,2322
11199,278.51,0.0,0.0,90,21,0,2722
9101,288.8,0.0,0.0,32,1,0,418
5663,286.53,0.0,0.0,1,7,0,725
33831,298.55,0.0,0.0,75,12,0,4916
38606,288.91,0.0,0.0,1,2,0,315
9648,299.18,0.0,0.0,90,15,0,4327
247,280.43,0.0,0.0,90,6,0,5506
4147,263.96,0.0,0.0,89,17,0,5574
30913,287.35,0.0,0.0,90,12,0,3504
39774,299.58,0.0,0.0,8,13,0,4747
21171,287.64,0.0,0.0,1,23,0,1211
15742,274.15,0.0,0.0,1,13,0,5025
31925,256.55,0.0,0.0,1,12,0,4757
10441,308.43,0.0,0.0,1,15,0,5903
3301,292.25,1.9,0.0,90,7,0,6010
15247,277.68,0.0,0.0,90,12,0,4829
12436,275.02,0.0,0.0,90,6,0,5279
5158,300.22,0.0,0.0,75,21,0,2578
26472,287.43,0.0,0.0,1,8,0,5143
41946,286.78,0.0,0.0,75,18,0,3518
15097,298.37,0.0,0.0,1,17,0,4384
832,300.84,1.78,0.0,1,16,0,6535
17476,295.46,0.0,0.0,1,21,0,3274
21072,271.4,0.0,0.0,90,17,0,5809
29054,281.81,0.34,0.0,90,3,0,350
23817,283.68,0.0,0.0,5,21,0,2946
35842,282.3,0.0,0.0,1,8,0,5778
42305,294.85,0.0,0.0,1,3,0,398
37412,268.73,0.0,0.0,1,5,0,703
1404,284.22,0.0,0.0,90,10,0,4352
23863,296.11,0.0,0.0,1,22,0,1625
38356,288.18,0.0,0.0,1,20,0,3260
34762,288.21,0.0,0.0,20,17,0,5959
26400,289.66,0.51,0.0,92,11,0,4861
17356,297.888,0.0,0.0,0,22,0,1955
12480,280.36,0.0,0.0,1,2,0,552
4744,295.86,0.0,0.0,75,13,0,5094
14168,283.35,0.0,0.0,90,10,0,4702
43214,273.58,0.0,0.0,90,20,0,3085
27224,295.41,0.0,0.0,90,7,0,6485
11280,274.65,0.0,0.0,1,4,0,425
7097,288.12,0.51,0.0,40,2,0,281
35721,277.01,0.0,0.0,90,0,0,1303
19159,293.85,0.25,0.0,20,22,0,2066
9084,298.15,0.0,0.0,92,18,0,4634
4131,294.23,0.0,0.0,90,23,0,1016
6237,268.36,0.0,0.0,90,23,0,1295
28652,262.44,0.0,0.0,1,11,0,4728
32633,276.79,0.0,0.0,75,20,0,2815
12158,262.29,0.0,0.0,64,16,0,4343
37590,270.72,0.0,0.0,90,9,0,4801
19292,306.58,0.0,0.0,1,17,0,5502
4836,273.95,0.0,0.0,90,5,0,640
16599,271.88,0.0,0.0,1,0,0,969
30914,293.21,0.0,0.0,75,11,0,4820
25032,266.77,0.0,0.0,64,11,0,4017
17518,269.58,0.0,0.0,75,3,0,354
22681,263.7,0.0,0.0,20,3,0,346
22601,293.97,0.0,0.0,1,11,0,5106
20610,292.04,0.0,0.0,1,7,0,5529
6575,292.43,0.0,0.0,90,2,0,250
23018,292.57,0.0,0.0,1,22,0,2286
11704,272.61,0.0,0.0,90,21,0,2638
14143,292.54,0.0,0.0,90,12,0,4732
3195,285.79,0.0,0.0,75,1,0,417
7551,285.29,0.0,0.0,1,2,0,280
17821,277.82,0.0,0.0,90,18,0,3732
33535,262.01,0.0,0.0,75,14,0,4316
14419,305.0,0.0,0.0,1,16,0,6163
26779,298.48,0.0,0.0,5,11,0,4518
30764,288.97,0.0,0.0,1,22,0,2532
4275,282.15,0.0,0.0,1,5,0,469
1751,283.88,0.0,0.0,1,17,0,6368
37079,262.33,0.0,0.0,5,21,0,2571
12692,304.62,0.0,0.0,1,14,0,5414
11316,274.72,0.0,0.0,90,9,0,2434
39187,286.67,0.0,0.0,1,1,0,563
16491,277.35,0.0,0.0,20,16,0,6730
14235,287.54,0.0,0.0,75,4,0,886
23460,276.57,0.0,0.0,90,2,0,822
41938,289.41,0.25,0.0,90,5,0,547
29670,270.4,0.0,0.0,1,3,0,377
27838,294.3,0.0,0.0,1,23,0,1339
3631,271.87,0.0,0.0,90,11,0,3587
8198,286.79,0.0,0.0,1,8,0,2271
29281,253.77,0.0,0.0,99,21,0,2545
3879,296.89,0.0,0.0,40,2,0,255
16161,292.96,0.0,0.0,90,8,0,6044
38085,293.86,0.0,0.0,75,21,0,2844
6153,266.4,0.0,0.0,1,15,0,5836
41869,289.16,0.25,0.0,90,4,0,379
40232,272.95,0.0,0.0,90,19,0,2244
16525,284.75,0.0,0.0,1,3,0,387
29860,274.89,0.0,0.0,5,21,0,2896
22668,276.31,0.0,0.0,75,7,0,6972
26403,268.25,1.02,0.0,75,10,0,4021
26338,272.62,0.0,0.0,90,4,0,562
35427,301.81,0.0,0.0,40,15,0,3379
33448,276.48,0.0,0.0,1,9,0,5063
43128,287.29,0.0,0.0,5,8,0,6073
9364,269.08,0.0,0.0,90,0,0,1229
10746,276.793,0.0,0.0,64,21,0,1200
29329,273.86,0.0,0.0,90,6,0,5652
3192,274.08,0.0,0.0,75,2,0,253
14142,294.15,0.0,0.0,75,8,0,6300
30417,270.72,0.0,0.0,75,7,0,6622
26976,287.73,0.0,0.0,90,23,0,994
43237,274.29,0.0,0.0,90,3,0,301
36499,304.47,0.0,0.0,40,19,0,3053
27239,293.91,1.02,0.0,90,12,0,5011
13216,298.27,0.0,0.0,36,0,0,1202
7806,272.79,0.0,0.0,90,14,0,5132
3404,291.07,0.0,0.0,90,6,0,5523
17984,282.58,0.0,0.0,20,16,0,6610
9352,290.15,0.0,0.0,1,18,0,4980
27360,284.35,0.0,0.0,90,10,0,4296
