,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
9638,None,278.48,0.0,0.0,90,Clouds,overcast clouds,10/24/2013 16:00,7094,very high
14544,None,290.77,0.0,0.0,0,Clear,Sky is Clear,5/21/2014 19:00,3319,medium
47587,None,298.32,0.0,0.0,40,Clouds,scattered clouds,9/10/2018 18:00,4245,medium
12849,None,274.56,0.0,0.0,40,Clouds,scattered clouds,3/11/2014 21:00,2679,low
39299,None,285.15,0.0,0.0,1,Clear,sky is clear,11/27/2017 21:00,2051,low
24570,None,292.25,1.02,0.0,90,Rain,heavy intensity rain,6/30/2016 12:00,4125,medium
7052,None,288.19,0.0,0.0,0,Mist,mist,6/17/2013 7:00,6105,very high
46413,None,294.72,0.0,0.0,1,Clear,sky is clear,8/4/2018 3:00,362,very low
29947,None,256.95,0.0,0.0,75,Clouds,broken clouds,1/11/2017 0:00,504,very low
38050,None,279.61,0.0,0.0,90,Drizzle,drizzle,10/15/2017 3:00,457,very low
46965,None,293.19,1.27,0.0,90,Thunderstorm,thunderstorm with light drizzle,8/24/2018 3:00,424,very low
1805,None,271.51,0.0,0.0,90,Mist,mist,12/8/2012 15:00,4807,high
2971,None,264.57,0.0,0.0,1,Clear,sky is clear,1/16/2013 10:00,4333,medium
9967,None,267.32,0.0,0.0,64,Clouds,broken clouds,11/19/2013 0:00,458,very low
41497,None,266.5,0.0,0.0,1,Mist,mist,2/14/2018 9:00,5194,high
39148,None,271.15,0.0,0.0,5,Clear,sky is clear,11/21/2017 16:00,6669,very high
2586,None,252.58,0.0,0.0,1,Clear,sky is clear,1/2/2013 3:00,293,very low
27249,None,289.914,0.0,0.0,56,Clouds,broken clouds,10/11/2016 2:00,491,very low
21580,None,264.08,0.0,0.0,90,Clouds,overcast clouds,3/2/2016 5:00,2880,low
20159,None,274.33,0.98,0.51,90,Snow,snow,12/23/2015 12:00,5167,high
9538,None,278.95,1.09,0.0,68,Mist,mist,10/18/2013 1:00,424,very low
7546,None,293.02,0.0,0.0,36,Mist,mist,7/9/2013 10:00,4569,high
11967,None,256.94,0.0,0.0,1,Clear,sky is clear,2/3/2014 0:00,456,very low
36931,None,285.68,0.0,0.0,75,Clouds,broken clouds,9/5/2017 21:00,2398,low
19046,None,273.32,0.0,0.0,1,Clear,sky is clear,10/17/2015 5:00,755,very low
18410,None,284.79,0.0,0.0,1,Clear,sky is clear,9/19/2015 9:00,4600,high
8610,None,298.61,0.0,0.0,36,Clouds,scattered clouds,8/23/2013 12:00,5925,very high
14370,None,282.05,0.0,0.0,12,Clouds,few clouds,5/16/2014 10:00,4781,high
6186,None,294.41,0.0,0.0,1,Clear,sky is clear,5/20/2013 1:00,355,very low
5611,None,287.99,0.0,0.0,90,Rain,light rain,4/29/2013 23:00,954,very low
29145,None,251.46,0.0,0.0,1,Clear,sky is clear,12/15/2016 4:00,864,very low
18142,None,288.02,0.0,0.0,75,Mist,mist,9/10/2015 7:00,6518,very high
31365,None,276.35,0.0,0.0,40,Clouds,scattered clouds,2/28/2017 9:00,5255,high
46846,None,297.42,0.0,0.0,1,Clear,sky is clear,8/19/2018 22:00,1973,low
28053,None,282.33,0.0,0.0,1,Clear,sky is clear,11/13/2016 22:00,1228,very low
41682,None,262.61,0.0,0.0,40,Clouds,scattered clouds,2/20/2018 20:00,2601,low
18183,None,287.12,0.0,0.0,40,Clouds,scattered clouds,9/11/2015 20:00,2017,low
9640,None,276.8,0.0,0.0,90,Clouds,overcast clouds,10/24/2013 20:00,3457,medium
28570,None,280.02,0.0,0.0,90,Snow,light snow,11/28/2016 1:00,304,very low
16533,None,294.31,0.0,0.0,1,Clear,sky is clear,7/14/2015 0:00,670,very low
38645,None,275.02,0.0,0.0,90,Drizzle,light intensity drizzle,11/4/2017 9:00,3489,medium
16165,None,288.58,0.0,0.0,40,Clouds,scattered clouds,7/1/2015 9:00,4409,high
16757,None,291.47,0.0,0.0,1,Clear,sky is clear,7/22/2015 0:00,619,very low
41063,None,260.43,0.0,0.0,1,Clear,sky is clear,1/29/2018 2:00,230,very low
4252,None,272.38,0.0,0.0,90,Clouds,overcast clouds,3/11/2013 22:00,1717,low
46269,None,297.82,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/29/2018 19:00,3604,medium
34192,None,291.16,0.0,0.0,1,Clear,sky is clear,6/1/2017 22:00,2290,low
9058,None,287.47,0.0,0.0,90,Rain,moderate rain,9/20/2013 17:00,6055,very high
47274,None,294.7,0.25,0.0,90,Rain,light rain,9/1/2018 5:00,741,very low
18757,None,286.42,0.0,0.0,1,Clear,sky is clear,10/3/2015 18:00,4518,high
23762,None,289.36,0.0,0.0,75,Rain,moderate rain,5/29/2016 6:00,966,very low
38594,None,276.58,0.0,0.0,90,Clouds,overcast clouds,11/2/2017 17:00,6488,very high
3636,None,270.8,0.0,0.0,75,Clouds,broken clouds,2/15/2013 11:00,5223,high
21349,None,263.14,0.0,0.0,1,Clear,sky is clear,2/17/2016 4:00,907,very low
35769,None,288.87,0.0,0.0,1,Clear,sky is clear,7/29/2017 4:00,342,very low
46105,None,297.21,0.0,0.0,20,Clouds,few clouds,7/23/2018 11:00,4485,high
47424,None,293.66,2.6,0.0,90,Mist,mist,9/4/2018 20:00,2385,low
5405,None,281.07,0.0,0.0,90,Rain,light rain,4/22/2013 19:00,2422,low
9161,None,298.4,0.0,0.0,1,Clear,sky is clear,9/27/2013 21:00,3132,medium
8935,None,287.13,0.0,0.0,90,Rain,heavy intensity rain,9/14/2013 20:00,2939,medium
804,None,272.75,0.0,0.0,1,Clear,sky is clear,10/31/2012 23:00,1471,low
13111,None,265.93,6.6,0.0,75,Rain,heavy intensity rain,3/22/2014 19:00,3415,medium
13042,None,272.9,0.0,0.0,75,Clouds,broken clouds,3/19/2014 22:00,1725,low
42643,None,275.3,0.0,0.0,90,Rain,light rain,3/26/2018 16:00,6402,very high
16340,None,293.22,4.57,0.0,90,Haze,haze,7/6/2015 15:00,5205,high
14815,None,295.28,0.76,0.0,20,Rain,light rain,6/1/2014 16:00,4549,high
28394,None,274.71,0.0,0.0,90,Clouds,overcast clouds,11/23/2016 19:00,2730,low
35158,None,294.97,0.0,0.0,20,Clouds,few clouds,7/7/2017 21:00,3058,medium
6453,None,287.59,0.0,0.0,90,Clouds,overcast clouds,5/27/2013 23:00,975,very low
2469,None,265.27,0.0,0.0,90,Snow,heavy snow,12/29/2012 2:00,503,very low
15419,None,299.89,0.0,0.0,88,Clouds,overcast clouds,7/11/2014 18:00,4658,high
40094,None,251.14,0.0,0.0,5,Clear,sky is clear,12/26/2017 10:00,3396,medium
48129,None,282.2,0.0,0.0,1,Clear,sky is clear,9/28/2018 0:00,699,very low
26798,None,289.62,1.02,0.0,80,Rain,moderate rain,9/22/2016 6:00,5559,high
27973,None,291.86,0.0,0.0,1,Clear,sky is clear,11/10/2016 14:00,5000,high
35883,None,293.75,0.0,0.0,75,Clouds,broken clouds,8/2/2017 22:00,1978,low
122,None,276.79,0.0,0.0,75,Clouds,broken clouds,10/7/2012 20:00,2815,low
8985,None,283.88,0.0,0.0,1,Clear,sky is clear,9/16/2013 23:00,986,very low
32226,None,281.96,0.0,0.0,90,Clouds,overcast clouds,3/30/2017 19:00,3545,medium
15629,None,295.52,0.0,0.0,75,Clouds,broken clouds,7/20/2014 0:00,1632,low
10558,None,253.64,0.0,0.0,75,Clouds,broken clouds,12/9/2013 21:00,1960,low
1902,None,268.41,0.0,0.0,90,Mist,mist,12/10/2012 22:00,1684,low
41348,None,258.71,0.0,0.0,40,Mist,mist,2/8/2018 10:00,4477,high
14058,None,281.94,0.0,0.0,1,Clear,sky is clear,5/6/2014 3:00,370,very low
39990,None,265.93,0.0,0.0,90,Clouds,overcast clouds,12/22/2017 7:00,4955,high
20815,None,272.01,0.0,0.0,90,Mist,mist,1/24/2016 19:00,2702,low
19809,None,273.15,0.0,0.0,1,Clear,sky is clear,12/3/2015 13:00,4953,high
23043,None,279.33,0.0,0.0,1,Clear,sky is clear,5/5/2016 1:00,673,very low
39494,None,273.09,0.0,0.0,90,Snow,snow,12/4/2017 22:00,1653,low
131,None,270.33,0.0,0.0,1,Clear,sky is clear,10/8/2012 5:00,2571,low
1835,None,272.12,0.0,0.0,90,Clouds,overcast clouds,12/9/2012 21:00,944,very low
12992,None,273.64,0.0,0.0,40,Clouds,scattered clouds,3/17/2014 20:00,2652,low
25908,None,289.4,0.0,0.0,1,Clear,sky is clear,8/21/2016 21:00,2693,low
32691,None,286.88,0.0,0.0,90,Mist,mist,4/15/2017 0:00,1209,very low
14881,None,290.24,0.0,0.0,1,Clear,sky is clear,6/3/2014 23:00,1241,very low
36766,None,298.42,0.0,0.0,75,Clouds,broken clouds,8/30/2017 17:00,6281,very high
44051,None,289.38,0.0,0.0,75,Clouds,broken clouds,5/13/2018 12:00,4088,medium
41765,None,272.62,0.0,0.0,5,Clear,sky is clear,2/23/2018 16:00,6368,very high
21238,None,259.42,0.0,0.0,1,Clear,sky is clear,2/12/2016 7:00,6146,very high
9872,None,272.14,0.0,0.0,64,Fog,fog,11/15/2013 8:00,5931,very high
25808,None,294.24,0.0,0.0,0,Clear,Sky is Clear,8/17/2016 22:00,1689,low
16781,None,293.14,0.0,0.0,1,Clear,sky is clear,7/23/2015 0:00,727,very low
46301,None,289.28,0.0,0.0,1,Clear,sky is clear,7/31/2018 2:00,299,very low
19864,None,272.58,0.0,0.0,90,Fog,fog,12/7/2015 1:00,318,very low
30881,None,259.36,0.0,0.0,1,Clear,sky is clear,2/9/2017 0:00,602,very low
36524,None,292.08,0.0,0.0,5,Clear,sky is clear,8/22/2017 21:00,3942,medium
12066,None,253.39,0.0,0.0,1,Clear,sky is clear,2/7/2014 3:00,399,very low
15568,None,296.24,0.0,0.0,1,Clear,sky is clear,7/17/2014 11:00,4937,high
21249,None,255.79,0.0,0.0,1,Clear,sky is clear,2/12/2016 22:00,2520,low
3838,None,268.43,0.0,0.0,90,Snow,heavy snow,2/23/2013 21:00,2929,medium
10163,None,258.54,0.0,0.0,64,Clouds,broken clouds,11/27/2013 6:00,5210,high
15510,None,286.65,0.0,0.0,75,Clouds,broken clouds,7/15/2014 1:00,386,very low
44238,None,282.22,0.0,0.0,1,Clear,sky is clear,5/20/2018 9:00,2638,low
47209,None,286.24,0.25,0.0,1,Rain,light rain,8/30/2018 0:00,670,very low
36019,None,286.08,0.0,0.0,1,Mist,mist,8/7/2017 4:00,879,very low
8896,None,294.83,0.0,0.0,1,Clear,sky is clear,9/11/2013 20:00,3059,medium
37249,None,284.88,0.0,0.0,40,Drizzle,light intensity drizzle,9/18/2017 3:00,308,very low
34688,None,294.58,0.0,0.0,40,Clouds,scattered clouds,6/20/2017 13:00,4849,high
19685,None,272.55,0.0,0.0,90,Snow,light snow,11/26/2015 12:00,3232,medium
43176,None,276.28,0.0,0.0,40,Rain,light rain,4/13/2018 9:00,5227,high
34245,None,290.34,0.0,0.0,1,Clear,sky is clear,6/4/2017 3:00,488,very low
25480,None,296.95,0.0,0.0,32,Clouds,scattered clouds,8/4/2016 6:00,4912,high
44275,None,290.29,0.0,0.0,90,Clouds,overcast clouds,5/21/2018 20:00,2699,low
32197,None,280.08,0.0,0.0,90,Drizzle,light intensity drizzle,3/29/2017 21:00,2420,low
6225,None,291.85,0.0,0.0,90,Clouds,overcast clouds,5/20/2013 21:00,2367,low
16179,None,288.1,0.0,0.0,1,Clear,sky is clear,7/1/2015 23:00,2820,low
35345,None,289.55,0.0,0.0,1,Clear,sky is clear,7/15/2017 0:00,1643,low
47092,None,296.69,1.78,0.0,75,Rain,moderate rain,8/26/2018 12:00,4638,high
33259,None,276.84,0.0,0.0,90,Mist,mist,5/1/2017 13:00,4691,high
38052,None,279.15,0.0,0.0,90,Mist,mist,10/15/2017 4:00,407,very low
47185,None,285.31,0.25,0.0,90,Mist,mist,8/29/2018 3:00,372,very low
30809,None,271.62,0.0,0.0,1,Clear,sky is clear,2/6/2017 13:00,4485,high
21766,None,283.08,0.0,0.0,90,Rain,light rain,3/14/2016 2:00,351,very low
35730,None,300.88,0.0,0.0,40,Clouds,scattered clouds,7/27/2017 14:00,5218,high
38311,None,276.01,0.0,0.0,5,Clear,sky is clear,10/25/2017 9:00,5542,high
24622,None,298.45,0.0,0.0,40,Clouds,scattered clouds,7/2/2016 16:00,3261,medium
39936,None,266.53,0.0,0.0,75,Clouds,broken clouds,12/20/2017 4:00,905,very low
9756,None,277.44,0.0,0.0,64,Clouds,broken clouds,11/10/2013 12:00,3903,medium
29807,None,250.03,0.0,0.0,1,Mist,mist,1/6/2017 2:00,357,very low
30397,None,275.46,0.0,0.0,90,Mist,mist,1/22/2017 20:00,2317,low
8904,None,293.29,0.0,0.0,1,Clear,sky is clear,9/12/2013 11:00,4750,high
39673,None,270.68,0.0,0.0,90,Snow,light snow,12/11/2017 4:00,901,very low
315,None,285.88,0.0,0.0,1,Clear,sky is clear,10/15/2012 14:00,5238,high
4794,None,278.32,0.0,0.0,90,Clouds,overcast clouds,4/5/2013 5:00,2443,low
20459,None,272.54,0.0,0.0,40,Snow,light snow,1/7/2016 2:00,315,very low
27463,None,281.426,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 13:00,4532,high
32163,None,288.46,0.0,0.0,40,Clouds,scattered clouds,3/28/2017 14:00,5296,high
37090,None,287.53,0.0,0.0,1,Mist,mist,9/12/2017 4:00,918,very low
33256,None,276.82,0.0,0.0,90,Mist,mist,5/1/2017 12:00,4711,high
42947,None,263.42,0.0,0.0,1,Clear,sky is clear,4/5/2018 1:00,384,very low
39418,None,272.51,0.0,0.0,5,Clear,sky is clear,12/2/2017 20:00,4032,medium
1693,None,279.15,0.0,0.0,90,Mist,mist,12/4/2012 2:00,253,very low
13139,None,265.16,0.0,0.0,20,Clouds,few clouds,3/23/2014 23:00,903,very low
4343,None,268.49,0.0,0.0,97,Clouds,overcast clouds,3/17/2013 1:00,1049,very low
33754,None,284.79,0.0,0.0,90,Mist,mist,5/18/2017 1:00,353,very low
34287,None,297.29,0.0,0.0,1,Clear,sky is clear,6/5/2017 21:00,2847,low
27957,None,283.21,0.0,0.0,1,Clear,sky is clear,11/9/2016 22:00,1484,low
43623,None,286.65,0.0,0.0,1,Clear,sky is clear,4/27/2018 11:00,5365,high
18252,None,294.3,0.0,0.0,1,Clear,sky is clear,9/14/2015 11:00,4441,high
9037,None,294.15,0.0,0.0,75,Mist,mist,9/19/2013 8:00,6300,very high
35215,None,294.68,0.0,0.0,40,Rain,heavy intensity rain,7/9/2017 23:00,1172,very low
14497,None,284.03,0.76,0.0,90,Fog,fog,5/20/2014 6:00,5874,very high
16381,None,286.47,0.0,0.0,1,Clear,sky is clear,7/8/2015 0:00,659,very low
31470,None,269.95,0.0,0.0,90,Clouds,overcast clouds,3/3/2017 23:00,1883,low
1872,None,272.41,0.0,0.0,90,Fog,fog,12/10/2012 12:00,3866,medium
13198,None,267.6,0.0,0.0,90,Clouds,overcast clouds,3/26/2014 10:00,4397,high
29688,None,272.42,0.0,0.0,90,Mist,mist,1/2/2017 13:00,3750,medium
31840,None,272.35,0.0,0.0,90,Clouds,overcast clouds,3/18/2017 6:00,1219,very low
8229,None,290.13,0.76,0.0,92,Mist,mist,8/6/2013 8:00,6188,very high
46979,None,291.79,0.42,0.0,90,Drizzle,light intensity drizzle,8/24/2018 7:00,6243,very high
47289,None,301.98,0.25,0.0,1,Rain,light rain,9/1/2018 16:00,4649,high
33064,None,276.23,0.0,0.0,90,Rain,moderate rain,4/26/2017 6:00,5270,high
41191,None,262.29,0.0,0.0,90,Clouds,overcast clouds,2/3/2018 4:00,519,very low
16613,None,292.61,0.53,0.0,90,Mist,mist,7/16/2015 18:00,4746,high
24266,None,294.53,0.0,0.0,20,Clouds,few clouds,6/18/2016 0:00,1658,low
44271,None,292.89,0.0,0.0,90,Clouds,overcast clouds,5/21/2018 16:00,6968,very high
16884,None,303.04,0.0,0.0,1,Clear,sky is clear,7/26/2015 17:00,3892,medium
41261,None,253.15,0.0,0.0,1,Clear,sky is clear,2/5/2018 6:00,4846,high
29599,None,270.15,0.0,0.0,40,Snow,light snow,12/29/2016 21:00,3040,medium
2524,None,264.19,0.0,0.0,40,Snow,heavy snow,12/30/2012 14:00,4524,high
22725,None,284.34,4.06,0.0,90,Thunderstorm,thunderstorm with light rain,4/24/2016 9:00,2907,low
15088,None,289.84,0.0,0.0,92,Clouds,overcast clouds,6/14/2014 4:00,464,very low
40295,None,262.29,0.0,0.0,90,Snow,light snow,1/2/2018 16:00,5618,high
28351,None,274.02,0.0,0.0,90,Mist,mist,11/23/2016 1:00,321,very low
30056,None,254.96,0.0,0.0,1,Haze,haze,1/15/2017 3:00,545,very low
47012,None,292.9,2.86,0.0,90,Rain,moderate rain,8/24/2018 18:00,4755,high
30511,None,270.65,0.0,0.0,90,Clouds,overcast clouds,1/26/2017 11:00,4710,high
9854,None,284.29,0.0,0.0,64,Clouds,broken clouds,11/14/2013 16:00,6673,very high
42050,None,276.62,0.0,0.0,90,Rain,moderate rain,3/4/2018 23:00,1138,very low
47940,None,291.83,0.25,0.0,90,Rain,light rain,9/20/2018 23:00,1633,low
41630,None,267.35,0.0,0.0,90,Snow,light snow,2/19/2018 13:00,3450,medium
25486,None,296.58,0.3,0.0,56,Rain,light rain,8/4/2016 12:00,4858,high
302,None,281.29,0.0,0.0,85,Fog,fog,10/15/2012 3:00,335,very low
28748,None,272.55,0.0,0.0,90,Clouds,overcast clouds,12/2/2016 4:00,780,very low
23228,None,283.04,0.0,0.0,90,Mist,mist,5/11/2016 3:00,306,very low
7315,None,291.5,0.0,0.0,92,Rain,light rain,6/30/2013 2:00,734,very low
45715,None,298.64,0.0,0.0,75,Clouds,broken clouds,7/10/2018 14:00,4789,high
39602,None,270.75,0.0,0.0,40,Clouds,scattered clouds,12/8/2017 13:00,5418,high
26426,None,293.72,0.0,0.0,90,Drizzle,light intensity drizzle,9/7/2016 12:00,4442,high
7844,None,291.12,0.0,0.0,0,Clear,Sky is Clear,7/22/2013 2:00,291,very low
23785,None,287.03,0.0,0.0,1,Fog,fog,5/30/2016 2:00,543,very low
21207,None,261.69,0.0,0.0,90,Clouds,overcast clouds,2/10/2016 16:00,6671,very high
35887,None,291.93,0.0,0.0,90,Drizzle,light intensity drizzle,8/3/2017 1:00,394,very low
7483,None,299.18,0.0,0.0,36,Clouds,scattered clouds,7/6/2013 23:00,2027,low
46063,None,294.82,0.0,0.0,1,Clear,sky is clear,7/21/2018 23:00,2292,low
42808,None,264.31,0.0,0.0,1,Clear,sky is clear,3/31/2018 22:00,2695,low
9992,None,280.29,0.0,0.0,64,Clouds,broken clouds,11/20/2013 1:00,322,very low
19545,None,284.94,0.0,0.0,90,Mist,mist,11/17/2015 18:00,4261,medium
43553,None,289.28,0.0,0.0,40,Clouds,scattered clouds,4/24/2018 13:00,4960,high
29172,None,259.08,0.0,0.0,90,Mist,mist,12/16/2016 3:00,363,very low
25646,None,292.82,3.94,0.0,8,Rain,moderate rain,8/11/2016 4:00,941,very low
6336,None,283.99,0.0,0.0,90,Drizzle,light intensity drizzle,5/23/2013 14:00,5459,high
20794,None,268.15,0.0,0.0,90,Mist,mist,1/23/2016 23:00,2034,low
25150,None,307.2,0.0,0.0,20,Clouds,few clouds,7/22/2016 17:00,4634,high
34901,None,290.22,0.0,0.0,90,Drizzle,drizzle,6/28/2017 7:00,5320,high
6325,None,280.66,0.0,0.0,90,Rain,light rain,5/23/2013 7:00,6717,very high
12620,None,249.52,0.0,0.0,40,Clouds,scattered clouds,3/2/2014 2:00,510,very low
30703,None,260.35,0.0,0.0,1,Clear,sky is clear,2/2/2017 3:00,332,very low
34743,None,292.78,0.0,0.0,90,Mist,mist,6/22/2017 14:00,5123,high
5482,None,278.07,0.0,0.0,40,Clouds,scattered clouds,4/24/2013 17:00,6454,very high
18088,None,296.34,0.0,0.0,1,Clear,sky is clear,9/8/2015 18:00,4522,high
19904,None,272.15,0.0,0.0,1,Mist,mist,12/9/2015 6:00,5847,very high
25594,None,293.82,0.0,0.0,64,Clouds,broken clouds,8/9/2016 0:00,662,very low
40237,None,248.31,0.0,0.0,1,Clear,sky is clear,12/31/2017 6:00,808,very low
34952,None,294.82,0.0,0.0,90,Thunderstorm,proximity thunderstorm,6/29/2017 21:00,3346,medium
5163,None,273.73,0.0,0.0,90,Rain,light rain,4/15/2013 19:00,3096,medium
35246,None,289.16,0.0,0.0,1,Mist,mist,7/11/2017 5:00,3021,medium
26270,None,288.51,0.0,0.0,1,Clear,sky is clear,9/3/2016 1:00,884,very low
48191,None,283.03,0.0,0.0,90,Rain,light rain,9/30/2018 13:00,4547,high
22689,None,277.86,0.0,0.0,1,Clear,sky is clear,4/23/2016 4:00,413,very low
39351,None,279.4,0.0,0.0,1,Clear,sky is clear,11/30/2017 1:00,401,very low
6663,None,287.8,0.0,0.0,1,Clear,sky is clear,6/4/2013 9:00,4995,high
22141,None,279.65,0.0,0.0,90,Rain,light rain,3/30/2016 11:00,4629,high
8177,None,293.0,0.0,0.0,0,Clear,Sky is Clear,8/4/2013 10:00,3426,medium
43175,None,276.28,0.0,0.0,40,Drizzle,light intensity drizzle,4/13/2018 9:00,5227,high
35525,None,302.15,0.0,0.0,1,Clear,sky is clear,7/20/2017 16:00,6421,very high
43865,None,297.01,0.0,0.0,1,Clear,sky is clear,5/6/2018 18:00,3778,medium
5760,None,275.36,0.0,0.0,90,Drizzle,light intensity drizzle,5/4/2013 18:00,4431,high
40306,None,262.48,0.0,0.0,90,Snow,light snow,1/2/2018 23:00,1118,very low
19926,None,279.54,0.0,0.0,40,Clouds,scattered clouds,12/10/2015 18:00,4603,high
46608,None,293.29,0.0,0.0,1,Clear,sky is clear,8/11/2018 0:00,1412,very low
16355,None,289.43,0.0,0.0,1,Clear,sky is clear,7/6/2015 22:00,1842,low
21018,None,266.58,0.0,0.0,40,Haze,haze,2/3/2016 11:00,3571,medium
3543,None,271.76,0.0,0.0,90,Mist,mist,2/12/2013 0:00,522,very low
18999,None,278.19,0.0,0.0,1,Clear,sky is clear,10/14/2015 0:00,548,very low
25312,None,292.15,0.0,0.0,90,Mist,mist,7/28/2016 10:00,4066,medium
28237,None,271.62,0.0,0.0,75,Snow,light snow,11/19/2016 13:00,4332,medium
4416,None,263.29,0.0,0.0,1,Clear,sky is clear,3/20/2013 21:00,2660,low
20421,None,267.61,0.0,0.0,1,Clear,sky is clear,1/5/2016 8:00,5762,high
37981,None,285.55,0.0,0.0,1,Clear,sky is clear,10/13/2017 0:00,640,very low
3263,None,253.77,0.0,0.0,99,Clouds,overcast clouds,1/31/2013 22:00,2040,low
38166,None,290.15,0.0,0.0,40,Clouds,scattered clouds,10/19/2017 20:00,3228,medium
23636,None,291.03,0.0,0.0,40,Mist,mist,5/26/2016 1:00,440,very low
17595,None,286.85,0.0,0.0,75,Clouds,broken clouds,8/21/2015 2:00,356,very low
31424,None,266.53,0.0,0.0,1,Clear,sky is clear,3/2/2017 3:00,342,very low
33280,None,276.88,0.0,0.0,90,Drizzle,drizzle,5/1/2017 21:00,2308,low
15862,None,291.46,0.0,0.0,1,Fog,fog,8/2/2014 1:00,1024,very low
4302,None,268.68,0.0,0.0,90,Snow,shower snow,3/15/2013 7:00,5664,high
39170,None,269.68,0.0,0.0,90,Snow,light snow,11/22/2017 14:00,5916,very high
9176,None,286.55,0.0,0.0,90,Mist,mist,9/28/2013 11:00,5208,high
9359,None,296.8,0.0,0.0,1,Clear,sky is clear,10/8/2013 17:00,6567,very high
825,None,278.88,0.0,0.0,40,Clouds,scattered clouds,11/1/2012 20:00,3110,medium
43950,None,288.94,0.0,0.0,1,Drizzle,light intensity drizzle,5/9/2018 14:00,5109,high
20274,None,266.73,0.0,0.05,90,Snow,light snow,12/29/2015 1:00,363,very low
5955,None,286.18,0.0,0.0,90,Drizzle,light intensity drizzle,5/12/2013 0:00,1006,very low
37595,None,292.49,0.0,0.0,75,Clouds,broken clouds,9/30/2017 17:00,4925,high
15406,None,292.67,9.9,0.0,92,Mist,mist,7/11/2014 9:00,4792,high
31810,None,275.02,0.0,0.0,40,Clouds,scattered clouds,3/17/2017 1:00,480,very low
47944,None,289.21,0.0,0.0,90,Clouds,overcast clouds,9/21/2018 3:00,377,very low
22138,None,279.51,0.0,0.0,90,Drizzle,drizzle,3/30/2016 10:00,4527,high
10914,None,249.15,0.0,0.0,20,Haze,haze,12/24/2013 5:00,1342,very low
15342,None,290.94,0.0,0.0,64,Clouds,broken clouds,7/9/2014 0:00,676,very low
45229,None,299.48,0.0,0.0,75,Clouds,broken clouds,6/22/2018 17:00,5120,high
19998,None,274.84,0.0,0.0,90,Clouds,overcast clouds,12/14/2015 14:00,5126,high
44861,None,296.79,0.0,0.0,75,Clouds,broken clouds,6/10/2018 19:00,3010,medium
1821,None,269.71,0.0,0.0,0,Clear,sky is clear,12/9/2012 7:00,938,very low
18647,None,295.12,0.0,0.0,1,Rain,light rain,9/28/2015 13:00,4719,high
12170,None,257.52,0.0,0.0,40,Clouds,scattered clouds,2/11/2014 11:00,4504,high
22371,None,276.02,0.0,0.0,1,Clear,sky is clear,4/10/2016 4:00,382,very low
81,None,278.81,0.0,0.0,90,Clouds,overcast clouds,10/6/2012 0:00,1231,very low
6859,None,288.14,0.7,0.0,92,Rain,moderate rain,6/10/2013 15:00,5859,very high
14653,None,293.96,0.0,0.0,75,Clouds,broken clouds,5/26/2014 8:00,1292,very low
39972,None,267.44,0.0,0.0,1,Snow,light snow,12/21/2017 13:00,5137,high
23175,None,285.6,0.81,0.0,90,Mist,mist,5/9/2016 22:00,1478,low
13533,None,282.6,0.0,0.0,40,Clouds,scattered clouds,4/9/2014 10:00,5116,high
8471,None,298.15,0.0,0.0,40,Clouds,scattered clouds,8/17/2013 14:00,4721,high
9465,None,284.4,0.0,0.0,92,Drizzle,light intensity drizzle,10/14/2013 18:00,4508,high
45277,None,295.36,0.0,0.0,1,Rain,light rain,6/24/2018 10:00,4187,medium
12419,None,263.14,0.0,0.0,1,Clear,sky is clear,2/21/2014 20:00,1870,low
34945,None,294.29,0.0,0.0,90,Clouds,overcast clouds,6/29/2017 14:00,5081,high
12719,None,267.29,0.0,0.0,90,Clouds,overcast clouds,3/6/2014 10:00,4405,high
41355,None,263.22,0.0,0.0,75,Clouds,broken clouds,2/8/2018 16:00,6883,very high
39925,None,272.89,0.0,0.0,75,Clouds,broken clouds,12/19/2017 17:00,5962,very high
37367,None,302.61,0.0,0.0,40,Clouds,scattered clouds,9/22/2017 13:00,5268,high
22015,None,272.22,0.0,0.0,1,Clear,sky is clear,3/24/2016 23:00,1436,very low
37011,None,284.58,0.0,0.0,1,Clear,sky is clear,9/9/2017 2:00,583,very low
47980,None,279.34,0.0,0.0,1,Clear,sky is clear,9/22/2018 7:00,2445,low
577,None,289.62,0.0,0.0,90,Mist,mist,10/24/2012 17:00,5855,very high
42029,None,275.08,0.0,0.0,90,Rain,moderate rain,3/4/2018 7:00,1149,very low
4974,None,277.77,0.0,0.0,90,Clouds,overcast clouds,4/10/2013 20:00,2763,low
37275,None,286.89,0.0,0.0,90,Mist,mist,9/18/2017 20:00,2696,low
19043,None,280.23,0.0,0.0,1,Clear,sky is clear,10/16/2015 13:00,5307,high
28149,None,281.49,0.0,0.0,1,Clear,sky is clear,11/17/2016 5:00,2746,low
33150,None,279.68,0.0,0.0,1,Clear,sky is clear,4/28/2017 13:00,5345,high
27440,None,279.525,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 7:00,6330,very high
6739,None,287.12,0.25,0.0,92,Rain,light rain,6/6/2013 14:00,5666,high
20141,None,272.49,0.0,0.0,90,Mist,mist,12/22/2015 12:00,5349,high
